"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.316276583E0,-3.130440216E0,7.628137207E0,-3.182382202E0,8.838308078E0
3.326325583E0,-3.478915558E0,7.638914795E0,-3.090772705E0,8.944760959E0
3.336374583E0,-3.629203033E0,7.639363861E0,-2.996768188E0,8.972826446E0
3.346424583E0,-3.580703888E0,7.712561646E0,-2.980751495E0,9.010545319E0
3.356473583E0,-3.414549408E0,7.653284912E0,-3.029400330E0,8.911183084E0
3.366522583E0,-3.433559875E0,7.486082611E0,-3.032394104E0,8.776456021E0
3.376572583E0,-3.633843384E0,7.336393890E0,-2.833607483E0,8.663534176E0
3.386621583E0,-3.883224792E0,7.156168671E0,-2.512525177E0,8.520737503E0
3.396670583E0,-4.114044800E0,6.998097382E0,-1.978884888E0,8.355520150E0
3.406720583E0,-4.417613525E0,6.963668976E0,-1.327888641E0,8.352920633E0
3.416769583E0,-4.489164734E0,6.949897614E0,-6.659651184E-1,8.300432903E0
3.426818583E0,-4.430037689E0,6.984176331E0,-1.645079041E-1,8.272304141E0
3.436868583E0,-4.409530334E0,6.998546448E0,2.588117981E-1,8.275904404E0
3.446917583E0,-4.412823486E0,6.998546448E0,6.408174133E-1,8.298392041E0
3.456966583E0,-4.440964966E0,7.061116333E0,7.309300232E-1,8.373517325E0
3.467016583E0,-4.382736053E0,7.005282440E0,5.827381897E-1,8.283836139E0
3.477065583E0,-4.356540527E0,6.891369324E0,6.749464417E-1,8.180829372E0
3.487114583E0,-4.353546753E0,6.742878113E0,8.782237244E-1,8.074097565E0
3.497164583E0,-4.537514191E0,6.667434998E0,1.180145874E0,8.150856934E0
3.507213583E0,-4.801116028E0,6.639293518E0,1.574725342E0,8.343302310E0
3.517262583E0,-4.985682220E0,6.575975189E0,1.984273682E0,8.487509584E0
3.527311583E0,-5.076992340E0,6.550827484E0,2.237846375E0,8.584704325E0
3.537361583E0,-5.090763702E0,6.488107910E0,2.544109497E0,8.630406274E0
3.547410583E0,-4.986730042E0,6.434519348E0,2.892884216E0,8.639403616E0
3.557459583E0,-4.551734619E0,6.379284210E0,2.959346008E0,8.376830181E0
3.567509583E0,-4.173471222E0,6.419400787E0,3.124452667E0,8.269750479E0
3.577558583E0,-3.945495300E0,6.243666229E0,3.412753143E0,8.136165262E0
3.587607583E0,-4.098626862E0,6.247408447E0,3.756588135E0,8.363062171E0
3.597657583E0,-4.391268311E0,6.102360077E0,4.061803436E0,8.545190638E0
3.607706583E0,-4.699327698E0,5.984854431E0,4.211641846E0,8.697131160E0
3.617755583E0,-4.792583771E0,5.966293030E0,4.200415192E0,8.729776601E0
3.627805583E0,-4.634662170E0,5.651797028E0,4.446054382E0,8.555133117E0
3.637854583E0,-4.582121429E0,5.698948975E0,4.836292877E0,8.767187976E0
3.647903583E0,-4.360881500E0,5.524112549E0,5.289550323E0,8.804115489E0
3.657953583E0,-4.017345886E0,5.517825623E0,5.633834381E0,8.850172733E0
3.668002583E0,-3.686833191E0,5.544919281E0,5.672304382E0,8.747222749E0
3.678051583E0,-3.452869720E0,5.483546906E0,5.847889252E0,8.728654230E0
3.688101583E0,-3.568728790E0,5.647605743E0,6.215225372E0,9.124708337E0
3.698150583E0,-3.747756500E0,5.856571198E0,6.743177490E0,9.685842640E0
3.708199583E0,-3.802093506E0,5.957760773E0,7.242389374E0,1.011943834E1
3.718249583E0,-3.617677002E0,5.905968475E0,7.470065918E0,1.018675293E1
3.728298583E0,-3.419189758E0,5.880072327E0,7.521409149E0,1.014089270E1
3.738347583E0,-3.168610840E0,5.775439911E0,7.486980743E0,9.972496251E0
3.748396583E0,-3.015928345E0,5.752238159E0,7.585775299E0,9.986393469E0
3.758446583E0,-2.987936554E0,5.860912170E0,7.844736786E0,1.023806386E1
3.768495583E0,-3.012485504E0,5.810616760E0,8.294551392E0,1.056588467E1
3.778544583E0,-3.003803558E0,5.771098938E0,8.632249146E0,1.080944698E1
3.788594583E0,-2.928360443E0,5.635630646E0,8.788075104E0,1.084278063E1
3.798643583E0,-3.029250641E0,5.797444153E0,8.644822998E0,1.084064956E1
3.808692583E0,-2.513273621E0,4.888983307E0,8.853638763E0,1.042140209E1
3.818742583E0,-2.728825378E0,5.192252655E0,8.567733307E0,1.038325718E1
3.828791583E0,-2.801274719E0,5.011877747E0,8.610993347E0,1.034965048E1
3.838840583E0,-2.948119354E0,4.987478485E0,8.602461090E0,1.037153249E1
3.848890583E0,-2.823129272E0,4.957690430E0,8.866062927E0,1.054304629E1
3.858939583E0,-2.566712494E0,4.820276184E0,9.126970367E0,1.063600788E1
3.868988583E0,-2.294728088E0,4.772226105E0,9.258397064E0,1.066573182E1
3.879038583E0,-2.092348938E0,4.593797150E0,9.313033447E0,1.059308682E1
3.889087583E0,-2.025138702E0,4.567302246E0,9.209897919E0,1.047776962E1
3.899136583E0,-2.054028625E0,4.509223022E0,9.078471222E0,1.034266724E1
3.909186583E0,-2.136058044E0,4.538412323E0,8.969198456E0,1.027649995E1
3.919235583E0,-2.140848083E0,4.540058899E0,8.793314209E0,1.012510445E1
3.929284583E0,-2.007774811E0,4.458029480E0,8.520132294E0,9.823331453E0
3.939334583E0,-1.774709473E0,4.473896484E0,8.323591003E0,9.614962853E0
3.949383583E0,-1.509910126E0,4.390370178E0,8.247848511E0,9.464786524E0
3.959432583E0,-1.332828369E0,4.356540527E0,8.320896606E0,9.486474433E0
3.969482583E0,-1.186732178E0,4.209845581E0,8.441845093E0,9.507674881E0
3.979531583E0,-1.081501007E0,4.163891144E0,8.634494476E0,9.646871449E0
3.989580583E0,-1.029858398E0,4.250560913E0,8.806337128E0,9.832570875E0
3.999629583E0,-7.878117371E-1,4.120930481E0,8.856482849E0,9.800000195E0
4.009679583E0,-5.031037903E-1,4.218377838E0,8.857979736E0,9.824033287E0
4.019728583E0,-1.977388000E-1,4.294719086E0,8.815617828E0,9.808100242E0
4.029777583E0,1.236428833E-1,4.322411499E0,8.711135101E0,9.725348502E0
4.039827583E0,4.794529724E-1,4.190386047E0,8.555159454E0,9.538341767E0
4.049876583E0,8.858578491E-1,4.269870758E0,8.410410461E0,9.473729179E0
4.059925583E0,1.263372803E0,4.275409241E0,8.171207886E0,9.308269083E0
4.069975583E0,1.519041138E0,4.305496674E0,8.166866913E0,9.356415059E0
4.080028958E0,1.587149506E0,4.539011078E0,8.324788513E0,9.613728148E0
4.090077958E0,1.689087524E0,4.547693024E0,8.581055603E0,9.857435963E0
4.100127958E0,1.844165039E0,4.520150299E0,8.991801453E0,1.023157841E1
4.110176958E0,2.032772827E0,4.621788940E0,9.334289246E0,1.061235384E1
4.120225958E0,2.180814972E0,4.686604156E0,9.588311005E0,1.089292983E1
4.130275958E0,2.358495483E0,4.764741669E0,9.863139496E0,1.120476617E1
4.140324958E0,2.660118256E0,4.910688171E0,1.008527756E1,1.152839585E1
4.150373958E0,3.011287994E0,5.079087982E0,1.005504044E1,1.166056724E1
4.160423958E0,3.474125519E0,5.208119659E0,9.971813507E0,1.177417187E1
4.170472958E0,3.969744873E0,5.333259430E0,9.901160431E0,1.192625291E1
4.180521958E0,4.430786133E0,5.445076904E0,9.927505646E0,1.215878681E1
4.190571958E0,4.738097076E0,5.515430603E0,1.009216324E1,1.243870160E1
4.200620958E0,4.929548950E0,5.568121033E0,1.028017227E1,1.268804030E1
4.210669958E0,5.123695221E0,5.675148468E0,1.042716660E1,1.293001802E1
4.220718958E0,5.269641724E0,5.787714386E0,1.044692551E1,1.305392716E1
4.230768958E0,5.553601227E0,5.799090729E0,1.028870453E1,1.305102987E1
4.240817958E0,5.938600616E0,5.809419250E0,1.022583527E1,1.317512946E1
4.250866958E0,6.283932495E0,5.831124115E0,1.020787262E1,1.333005924E1
4.260916958E0,6.471193085E0,5.848038940E0,1.024439667E1,1.345449971E1
4.270965958E0,6.395001526E0,5.850883026E0,1.035337006E1,1.350263486E1
4.281014958E0,6.189179535E0,5.839656372E0,1.046533722E1,1.348817308E1
4.291064958E0,6.056255951E0,5.732928314E0,1.045081741E1,1.337027628E1
4.301113958E0,6.031108246E0,5.609135742E0,1.031025970E1,1.319614056E1
4.311162958E0,6.042933655E0,5.535937958E0,1.004770569E1,1.296611144E1
4.321212958E0,6.079008636E0,5.473068695E0,9.724527740E0,1.270729187E1
4.331261958E0,6.141877899E0,5.402265930E0,9.243128815E0,1.234271330E1
4.341310958E0,6.225254517E0,5.241051178E0,8.680897980E0,1.189875628E1
4.351360958E0,6.220763855E0,5.075046387E0,8.208779755E0,1.148207576E1
4.361409958E0,6.093229065E0,4.945715332E0,7.761509857E0,1.103759828E1
4.371458958E0,5.923482056E0,4.816234589E0,7.377558289E0,1.061659652E1
4.381508958E0,5.816903687E0,4.778812408E0,7.028933258E0,1.029948151E1
4.391557958E0,5.689368896E0,4.969066772E0,6.621181183E0,1.004492824E1
4.401606958E0,5.699697418E0,5.102589111E0,6.098468170E0,9.783367535E0
4.411656958E0,5.901028748E0,5.139113159E0,5.578898621E0,9.610241108E0
4.421705958E0,6.095773773E0,5.354066162E0,5.201233978E0,9.637287858E0
4.431754958E0,6.204747162E0,5.531896362E0,4.936434631E0,9.667944537E0
4.441804958E0,6.194867706E0,5.693111115E0,4.756957855E0,9.665223644E0
4.451853958E0,6.196514282E0,5.800737305E0,4.593647461E0,9.651266213E0
4.461902958E0,6.210884399E0,5.898783417E0,4.433779907E0,9.645161227E0
4.471952958E0,6.170618134E0,5.919141083E0,4.334536285E0,9.586499054E0
4.482001958E0,6.146368561E0,5.929469604E0,4.289629669E0,9.557059117E0
4.492050958E0,5.969137115E0,5.955814819E0,4.206552429E0,9.423237841E0
4.502099958E0,5.726791077E0,5.892346802E0,4.210893402E0,9.232957820E0
4.512149958E0,5.470523987E0,5.793552246E0,4.277055817E0,9.043510755E0
4.522198958E0,5.193899231E0,5.683231659E0,4.444707184E0,8.889945628E0
4.532247958E0,4.938679962E0,5.641917572E0,4.671186218E0,8.834125556E0
4.542297958E0,4.716541901E0,5.550308075E0,4.903952179E0,8.780685292E0
4.552346958E0,4.475093994E0,5.524860992E0,5.180576935E0,8.797097966E0
4.562395958E0,4.257596283E0,5.459297333E0,5.417833557E0,8.791130412E0
4.572445958E0,4.047882385E0,5.436544647E0,5.620811462E0,8.805389884E0
4.582494958E0,3.958218842E0,5.414989471E0,5.758225708E0,8.840066215E0
4.592543958E0,3.882027283E0,5.482499084E0,5.816304932E0,8.885794005E0
4.602593958E0,3.705394592E0,5.588927765E0,5.833070068E0,8.887675122E0
4.612642958E0,3.565735016E0,5.688171387E0,5.815855865E0,8.882226037E0
4.622691958E0,3.483855286E0,5.680686951E0,5.774242401E0,8.817557893E0
4.632741958E0,3.296594696E0,5.688620453E0,5.766009521E0,8.744987424E0
4.642790958E0,2.919379120E0,5.872587891E0,5.734275513E0,8.711600234E0
4.652839958E0,2.709665222E0,5.889652405E0,5.655838623E0,8.603418018E0
4.662889958E0,2.524350586E0,5.906716919E0,5.563330994E0,8.497782204E0
4.672938958E0,2.381697235E0,5.896089020E0,5.469027100E0,8.387288290E0
4.682987958E0,2.201172638E0,6.017486572E0,5.465883636E0,8.422065635E0
4.693037958E0,2.084714813E0,5.967640228E0,5.422623596E0,8.328481999E0
4.703086958E0,2.004481659E0,5.987997894E0,5.367987213E0,8.287903970E0
4.713135958E0,1.842518463E0,6.050867157E0,5.316494293E0,8.262746469E0
4.723184958E0,1.733096008E0,6.127507782E0,5.309009857E0,8.290691108E0
4.733234958E0,1.580563202E0,6.196813660E0,5.329666901E0,8.324904134E0
4.743283958E0,1.393901367E0,6.240373077E0,5.381459198E0,8.357351271E0
4.753332958E0,1.215023346E0,6.390361176E0,5.552403717E0,8.552320429E0
4.763382958E0,1.177601166E0,6.413712616E0,5.627697144E0,8.613560772E0
4.773431958E0,1.134640503E0,6.632258148E0,5.661227417E0,8.793392581E0
4.783480958E0,1.179846497E0,6.778204651E0,5.632187805E0,8.891436077E0
4.793530958E0,1.292861481E0,6.935377808E0,5.659880219E0,9.044622725E0
4.803579958E0,1.350641327E0,7.098538513E0,5.720653839E0,9.216255279E0
4.813628958E0,1.397942963E0,7.237299957E0,5.836063843E0,9.401723054E0
4.823678958E0,1.487606506E0,7.410789185E0,5.961652679E0,9.626737356E0
4.833727958E0,1.715283051E0,7.456144867E0,6.066584473E0,9.764207054E0
4.843776958E0,1.923799438E0,7.644004211E0,6.315965881E0,1.010065491E1
4.853826958E0,2.098785553E0,7.593259735E0,6.526278534E0,1.023009314E1
4.863875958E0,2.097737732E0,7.441325684E0,6.725963287E0,1.024755647E1
4.873924958E0,1.907183990E0,7.357799377E0,6.992259521E0,1.032793569E1
4.883974958E0,1.663939819E0,7.197931824E0,7.291786652E0,1.038022499E1
4.894023958E0,1.397194519E0,7.086563416E0,7.592062225E0,1.047907164E1
4.904072958E0,1.269060974E0,6.888525238E0,7.757318573E0,1.045171216E1
4.914122958E0,1.268013153E0,6.866071930E0,7.867938538E0,1.051928030E1
4.924171958E0,1.389560394E0,6.808741150E0,7.904761963E0,1.052497486E1
4.934220958E0,1.504521332E0,6.820416870E0,7.930658112E0,1.056773433E1
4.944270958E0,1.679507446E0,6.857090607E0,7.897876282E0,1.059324722E1
4.954319958E0,1.890418854E0,6.845414886E0,7.828869781E0,1.056998536E1
4.964368958E0,2.024689636E0,6.831194458E0,7.755073242E0,1.053117975E1
4.974417958E0,2.020947418E0,6.791227570E0,7.793393555E0,1.053290005E1
4.984467958E0,1.914069672E0,6.757248230E0,7.859406281E0,1.054012967E1
4.994516958E0,1.835333405E0,6.713988190E0,7.879165192E0,1.051319791E1
5.004565958E0,1.814227295E0,6.648574219E0,7.911647644E0,1.049233664E1
5.014615958E0,1.798360291E0,6.604565735E0,7.959248657E0,1.049781060E1
5.024664958E0,1.785936127E0,6.405330048E0,7.929610291E0,1.034874583E1
5.034713958E0,1.737586670E0,6.413113861E0,7.973768463E0,1.037922060E1
5.044763958E0,1.742825775E0,6.410569153E0,7.954159241E0,1.036346891E1
5.054812958E0,1.940115509E0,6.335275726E0,7.869734802E0,1.028749204E1
5.064861958E0,2.024539948E0,6.329886932E0,7.803722076E0,1.025008823E1
5.074907708E0,2.036814423E0,6.241271210E0,7.811056824E0,1.020366052E1
5.084956708E0,1.910327454E0,6.248156891E0,7.825426941E0,1.019441623E1
5.095005708E0,1.803749084E0,6.038742371E0,7.842042389E0,1.006069327E1
5.105055708E0,1.650617523E0,5.974226532E0,7.857310638E0,1.000765963E1
5.115104708E0,1.546134796E0,5.890700226E0,7.856113129E0,9.940291517E0
5.125153708E0,1.515747986E0,5.723198547E0,7.793842621E0,9.787567439E0
5.135203708E0,1.483415222E0,5.681136017E0,7.812853088E0,9.773254348E0
5.145252708E0,1.457070007E0,5.670807495E0,7.842491455E0,9.787021144E0
5.155301708E0,1.381776581E0,5.612578583E0,7.830216980E0,9.732555822E0
5.165351708E0,1.329385529E0,5.573958893E0,7.812703400E0,9.688891476E0
5.175400708E0,1.220861206E0,5.643564148E0,7.855664063E0,9.749450048E0
5.185449708E0,1.141825562E0,5.605094147E0,7.849676514E0,9.712788857E0
5.195499708E0,1.080752563E0,5.611979828E0,7.817942505E0,9.684140060E0
5.205548708E0,9.776170349E-1,5.702691193E0,7.819140015E0,9.727043357E0
5.215597708E0,8.762777710E-1,5.771548004E0,7.836952972E0,9.772229070E0
5.225646708E0,7.704478455E-1,5.862409058E0,7.854017487E0,9.830921652E0
5.235696708E0,7.710466003E-1,5.817203064E0,7.916587372E0,9.854274198E0
5.245745708E0,7.833210754E-1,5.771997070E0,8.026608582E0,9.917458717E0
5.255794708E0,7.825726318E-1,5.666316833E0,8.123457184E0,9.935296825E0
5.265844708E0,7.542814636E-1,5.558241577E0,8.156239014E0,9.898849671E0
5.275893708E0,6.466552734E-1,5.412295074E0,8.157586212E0,9.811081175E0
5.285942708E0,5.051994324E-1,5.399421844E0,8.178392944E0,9.813006363E0
5.295992708E0,3.282673645E-1,5.406606903E0,8.173752594E0,9.805579490E0
5.306041708E0,1.781295776E-1,5.379812622E0,8.097860413E0,9.723654522E0
5.316090708E0,4.505630493E-2,5.373675385E0,8.051606598E0,9.680226548E0
5.326140708E0,2.215393066E-2,5.410947876E0,8.015830994E0,9.671214724E0
5.336189708E0,3.278182983E-2,5.289550323E0,7.943681030E0,9.543714454E0
5.346238708E0,9.669891357E-2,5.224585419E0,7.908953247E0,9.479302978E0
5.356288708E0,4.670288086E-2,5.204976196E0,7.849975891E0,9.418921374E0
5.366337708E0,-7.394622803E-2,5.105433197E0,7.806266785E0,9.327846337E0
5.376386708E0,-3.201841736E-1,5.170098724E0,7.845036163E0,9.400905867E0
5.386436708E0,-4.810995483E-1,5.043312378E0,7.769892426E0,9.275650102E0
5.396485708E0,-6.328839111E-1,5.065166931E0,7.705077209E0,9.242546883E0
5.406534708E0,-7.656578064E-1,5.018613739E0,7.589068451E0,9.130535345E0
5.416584708E0,-8.066725159E-1,5.019362183E0,7.532935181E0,9.087894679E0
5.426633708E0,-7.491920471E-1,5.029690704E0,7.623945923E0,9.164258221E0
5.436682708E0,-7.246430969E-1,4.944667511E0,7.758965149E0,9.229105298E0
5.446732708E0,-7.306306458E-1,4.738995209E0,7.914791107E0,9.253962124E0
5.456781708E0,-7.839198303E-1,4.669090576E0,8.119415588E0,9.398927950E0
5.466830708E0,-8.792715454E-1,4.577630768E0,8.200696564E0,9.432881110E0
5.476879708E0,-1.019080811E0,4.508324890E0,8.275840302E0,9.479084962E0
5.486929708E0,-1.154249725E0,4.477489014E0,8.281079407E0,9.484538810E0
5.496978708E0,-1.242266693E0,4.415667572E0,8.214467926E0,9.408444608E0
5.507027708E0,-1.324745178E0,4.287833405E0,8.183182983E0,9.333003205E0
5.517077708E0,-1.432521057E0,4.086502075E0,8.177045746E0,9.252874846E0
5.527126708E0,-1.443448334E0,3.909869385E0,8.266709290E0,9.257921158E0
5.537175708E0,-1.504072266E0,3.866010590E0,8.387208710E0,9.357004927E0
5.547225708E0,-1.516795807E0,3.778442688E0,8.413254547E0,9.346665220E0
5.557274708E0,-1.558858337E0,3.784280548E0,8.473429413E0,9.410091636E0
5.567323708E0,-1.594783630E0,3.770958252E0,8.555758209E0,9.484959647E0
5.577373708E0,-1.645528107E0,3.657344513E0,8.600365448E0,9.489479305E0
5.587422708E0,-1.684896240E0,3.528013458E0,8.703800354E0,9.541587651E0
5.597471708E0,-1.689985657E0,3.393592987E0,8.763226776E0,9.548123816E0
5.607521708E0,-1.645079041E0,3.244802399E0,8.837173004E0,9.556707297E0
5.617570708E0,-1.609004059E0,3.210523682E0,8.931327209E0,9.626264182E0
5.627619708E0,-1.511706390E0,3.157084808E0,9.040300598E0,9.694301192E0
5.637669708E0,-1.500928802E0,3.190315704E0,9.130862274E0,9.787928659E0
5.647718708E0,-1.469943237E0,3.202889557E0,9.202862549E0,9.854537723E0
5.657767708E0,-1.381177826E0,3.191812592E0,9.218579865E0,9.852793235E0
5.667817708E0,-1.222358093E0,3.149450684E0,9.153315582E0,9.756863485E0
5.677866708E0,-1.056952057E0,3.136427765E0,9.122629395E0,9.704467726E0
5.687915708E0,-8.943901062E-1,3.155438232E0,9.145980835E0,9.716259030E0
5.697965708E0,-7.003935242E-1,3.124752045E0,9.178463287E0,9.721050085E0
5.708014708E0,-4.667294312E-1,3.053200836E0,9.227561188E0,9.730763443E0
5.718063708E0,-2.579136658E-1,3.018023987E0,9.296417999E0,9.777442194E0
5.728113708E0,-1.098715210E-1,2.973716125E0,9.322912903E0,9.786304938E0
5.738162708E0,4.041595459E-2,2.896776123E0,9.234446869E0,9.678220618E0
5.748211708E0,1.577719116E-1,2.834056549E0,9.107361145E0,9.539433711E0
5.758261708E0,2.713856506E-1,2.767744446E0,9.044042816E0,9.461964381E0
5.768310708E0,3.884422302E-1,2.711162109E0,9.008716278E0,9.415851333E0
5.778359708E0,4.992118835E-1,2.699037323E0,8.973689117E0,9.384088200E0
5.788408708E0,6.483018494E-1,2.777174835E0,8.941655731E0,9.385425007E0
5.798458708E0,8.937913513E-1,2.876268768E0,8.876391449E0,9.373479085E0
5.808507708E0,1.165775757E0,2.955454102E0,8.731941833E0,9.291961593E0
5.818556708E0,1.257834320E0,3.095113678E0,8.607999573E0,9.233608856E0
5.828606708E0,1.213825836E0,3.229983215E0,8.519683228E0,9.191907693E0
5.838655708E0,1.118923187E0,3.374283142E0,8.417745209E0,9.137626071E0
5.848704708E0,1.040186920E0,3.467688904E0,8.274642792E0,9.031974784E0
5.858754708E0,1.030606842E0,3.488944702E0,8.184979248E0,8.957051462E0
5.868803708E0,1.029858398E0,3.432362366E0,8.231682129E0,8.977878948E0
5.878852708E0,9.883946228E-1,3.360212402E0,8.384664001E0,9.086833427E0
5.888902708E0,8.837622070E-1,3.339705048E0,8.668324127E0,9.331372279E0
5.898951708E0,8.333171082E-1,3.242257690E0,9.033414917E0,9.633755104E0
5.909000708E0,8.011340332E-1,3.192710724E0,9.332193604E0,9.895708916E0
5.919050708E0,6.563850403E-1,3.181484070E0,9.586365051E0,1.012181195E1
5.929099708E0,5.185217285E-1,3.065924377E0,9.801916809E0,1.028330347E1
5.939148708E0,3.917353821E-1,2.911595306E0,9.965227203E0,1.038925392E1
5.949198708E0,2.721340942E-1,2.739752655E0,1.007719437E1,1.044653760E1
5.959247708E0,1.648072815E-1,2.599194946E0,1.018317398E1,1.051094706E1
5.969296708E0,6.271957397E-2,2.452350311E0,1.027628036E1,1.056503166E1
5.979346708E0,-4.535568237E-2,2.332898712E0,1.032433044E1,1.058471883E1
5.989395708E0,-1.965412903E-1,2.264640656E0,1.035456757E1,1.060114594E1
5.999444708E0,-3.746708679E-1,2.235750732E0,1.029319519E1,1.053986844E1
6.009494708E0,-5.246589661E-1,2.158361664E0,1.023107437E1,1.046941617E1
6.019543708E0,-6.816824341E-1,2.060465240E0,1.019125717E1,1.041978554E1
6.029592708E0,-7.310797119E-1,1.810185699E0,1.012120285E1,1.030776392E1
6.039641708E0,-8.631051636E-1,1.567689972E0,1.005608826E1,1.021408407E1
6.049691708E0,-1.142873383E0,1.450334015E0,1.007869125E1,1.024644552E1
6.059740708E0,-1.368005219E0,1.296004944E0,1.005698639E1,1.023201067E1
6.069789708E0,-1.650767212E0,1.242865448E0,1.007225464E1,1.028202609E1
6.079839458E0,-1.827848969E0,1.150806885E0,1.011252090E1,1.034062220E1
6.089888458E0,-1.866019592E0,9.285191345E-1,1.008273285E1,1.029590591E1
6.099937458E0,-1.988315277E0,8.421487427E-1,1.004740631E1,1.027681788E1
6.109987458E0,-2.078278198E0,6.731501770E-1,1.002480331E1,1.026007080E1
6.120036458E0,-2.140548706E0,4.336482239E-1,9.893226929E0,1.013143320E1
6.130085458E0,-2.371967468E0,3.347039795E-1,9.811047821E0,1.009925323E1
6.140135458E0,-2.541564789E0,2.939886475E-1,9.735005951E0,1.006560091E1
6.150184458E0,-2.552492065E0,1.960922241E-1,9.696835327E0,1.002907190E1
6.160233458E0,-2.625390472E0,1.531315613E-1,9.666897583E0,1.001823504E1
6.170283458E0,-2.647245026E0,8.936416626E-2,9.447753296E0,9.812030092E0
6.180332458E0,-2.677631836E0,6.227050781E-2,9.136400757E0,9.520893270E0
6.190381458E0,-2.728825378E0,-4.041595459E-2,8.923842773E0,9.331832148E0
6.200431458E0,-2.897674255E0,-2.386038208E-1,9.069938965E0,9.524559869E0
6.210480458E0,-3.238814850E0,-3.502716064E-1,9.354946289E0,9.905939224E0
6.220529458E0,-3.451372833E0,-5.487588501E-1,9.622589722E0,1.023754578E1
6.230579458E0,-3.616928558E0,-6.367758179E-1,9.770033112E0,1.043749025E1
6.240628458E0,-3.648063812E0,-8.104147339E-1,9.708660736E0,1.040303970E1
6.250677458E0,-3.678151245E0,-8.184979248E-1,9.475445709E0,1.019719603E1
6.260727458E0,-3.639082489E0,-8.731343079E-1,9.079968109E0,9.820952385E0
6.270776458E0,-3.582799530E0,-9.509724426E-1,8.563542023E0,9.331401451E0
6.280825458E0,-3.528761902E0,-1.081051941E0,8.066126404E0,8.870356758E0
6.290875458E0,-3.552412720E0,-1.186732178E0,7.890092468E0,8.733929731E0
6.300924458E0,-3.621868286E0,-1.240620117E0,7.880662079E0,8.761387045E0
6.310973458E0,-3.569626923E0,-1.423839111E0,8.001161499E0,8.876268333E0
6.321023458E0,-3.534899139E0,-1.535207520E0,8.262667694E0,9.117239246E0
6.331072458E0,-3.417543182E0,-1.672322388E0,8.513695679E0,9.325195852E0
6.341121458E0,-3.168910217E0,-1.848506012E0,8.630003815E0,9.377416077E0
6.351171458E0,-2.929707642E0,-1.996099091E0,8.634344788E0,9.333783175E0
6.361220458E0,-2.800825653E0,-2.095941467E0,8.557704163E0,9.245101163E0
6.371269458E0,-2.672991486E0,-2.223476257E0,8.406518555E0,9.097158038E0
6.381319458E0,-2.593057709E0,-2.317929840E0,8.271798706E0,8.973260325E0
6.391368458E0,-2.582878876E0,-2.341580658E0,8.150850220E0,8.865135226E0
6.401417458E0,-2.611020355E0,-2.263892212E0,8.135731659E0,8.839274001E0
6.411466458E0,-2.474204865E0,-2.310295715E0,8.127498779E0,8.804282618E0
6.421516458E0,-2.268532562E0,-2.401456146E0,8.202492828E0,8.842743930E0
6.431565458E0,-2.137105865E0,-2.450254669E0,8.262368317E0,8.879059614E0
6.441614458E0,-2.062860260E0,-2.517764282E0,8.255033569E0,8.873562344E0
6.451664458E0,-2.016307068E0,-2.618055725E0,8.179141388E0,8.821454745E0
6.461713458E0,-1.998344421E0,-2.711311798E0,8.044421539E0,8.721084221E0
6.471762458E0,-1.944157104E0,-2.907853088E0,7.923772430E0,8.661496751E0
6.481812458E0,-1.970652008E0,-3.002456360E0,7.965086517E0,8.737323203E0
6.491861458E0,-1.967807922E0,-3.172802124E0,8.120164032E0,8.937337704E0
6.501910458E0,-1.960323486E0,-3.372187500E0,8.458460541E0,9.314508652E0
6.511960458E0,-2.100432129E0,-3.396736450E0,8.831784210E0,9.692783190E0
6.522009458E0,-2.094444580E0,-3.543281708E0,9.191785583E0,1.007126931E1
6.532058458E0,-2.109712830E0,-3.714076538E0,9.433832245E0,1.035579275E1
6.542108458E0,-2.197280731E0,-3.811972961E0,9.545200653E0,1.051047268E1
6.552157458E0,-2.244432678E0,-3.943100281E0,9.420659637E0,1.045630651E1
6.562206458E0,-2.232158203E0,-4.063749390E0,9.296717377E0,1.038872193E1
6.572256458E0,-2.207459564E0,-4.101171570E0,9.312434692E0,1.041220082E1
6.582305458E0,-2.129920807E0,-4.142186279E0,9.483379211E0,1.056545082E1
6.592354458E0,-2.049987030E0,-4.213438110E0,9.887239380E0,1.094134407E1
6.602404458E0,-2.029030609E0,-4.175566864E0,1.047476761E1,1.145744650E1
6.612453458E0,-1.996548157E0,-4.292024689E0,1.105915237E1,1.202965219E1
6.622502458E0,-1.991907806E0,-4.447700958E0,1.151854706E1,1.250706468E1
6.632552458E0,-2.049987030E0,-4.562063141E0,1.183049835E1,1.284428115E1
6.642601458E0,-2.074835358E0,-4.725672913E0,1.179876434E1,1.287818956E1
6.652650458E0,-2.144739990E0,-4.888534241E0,1.163156204E1,1.279808236E1
6.662700458E0,-2.313289490E0,-4.987328796E0,1.125269989E1,1.252389762E1
6.672749458E0,-2.436183929E0,-5.122497711E0,1.073792038E1,1.214404830E1
6.682798458E0,-2.460433502E0,-5.297483826E0,1.017179764E1,1.172955818E1
6.692848458E0,-2.595752106E0,-5.318739624E0,9.672585754E0,1.133956945E1
6.702897458E0,-2.785407715E0,-5.329666901E0,9.336534576E0,1.110561675E1
6.712946458E0,-2.923720093E0,-5.283113708E0,9.155411224E0,1.096726877E1
